mesydaq Position Calibration File
position data: 1 row title, mapped pixel and occupancy in columns
bin	pix[0]	occ[0]	pix[1]	occ[1]	pix[2]	occ[2]	pix[3]	occ[3]	pix[4]	occ[4]	pix[5]	occ[5]	pix[6]	occ[6]	pix[7]	occ[7]	pix[8]	occ[8]	pix[9]	occ[9]	pix[10]	occ[10]	pix[11]	occ[11]	pix[12]	occ[12]	pix[13]	occ[13]	pix[14]	occ[14]	pix[15]	occ[15]	pix[16]	occ[16]	pix[17]	occ[17]	pix[18]	occ[18]	pix[19]	occ[19]	pix[20]	occ[20]	pix[21]	occ[21]	pix[22]	occ[22]	pix[23]	occ[23]	pix[24]	occ[24]	pix[25]	occ[25]	pix[26]	occ[26]	pix[27]	occ[27]	pix[28]	occ[28]	pix[29]	occ[29]	pix[30]	occ[30]	pix[31]	occ[31]	pix[32]	occ[32]	pix[33]	occ[33]	pix[34]	occ[34]	pix[35]	occ[35]	pix[36]	occ[36]	pix[37]	occ[37]	pix[38]	occ[38]	pix[39]	occ[39]	pix[40]	occ[40]	pix[41]	occ[41]	pix[42]	occ[42]	pix[43]	occ[43]	pix[44]	occ[44]	pix[45]	occ[45]	pix[46]	occ[46]	pix[47]	occ[47]	pix[48]	occ[48]	pix[49]	occ[49]	pix[50]	occ[50]	pix[51]	occ[51]	pix[52]	occ[52]	pix[53]	occ[53]	pix[54]	occ[54]	pix[55]	occ[55]	pix[56]	occ[56]	pix[57]	occ[57]	pix[58]	occ[58]	pix[59]	occ[59]	pix[60]	occ[60]	pix[61]	occ[61]	pix[62]	occ[62]	pix[63]	occ[63]	pix[64]	occ[64]	pix[65]	occ[65]	pix[66]	occ[66]	pix[67]	occ[67]	pix[68]	occ[68]	pix[69]	occ[69]	pix[70]	occ[70]	pix[71]	occ[71]	pix[72]	occ[72]	pix[73]	occ[73]	pix[74]	occ[74]	pix[75]	occ[75]	pix[76]	occ[76]	pix[77]	occ[77]	pix[78]	occ[78]	pix[79]	occ[79]	pix[80]	occ[80]	pix[81]	occ[81]	pix[82]	occ[82]	pix[83]	occ[83]	pix[84]	occ[84]	pix[85]	occ[85]	pix[86]	occ[86]	pix[87]	occ[87]	pix[88]	occ[88]	pix[89]	occ[89]	pix[90]	occ[90]	pix[91]	occ[91]	pix[92]	occ[92]	pix[93]	occ[93]	pix[94]	occ[94]	pix[95]	occ[95]	pix[96]	occ[96]	pix[97]	occ[97]	pix[98]	occ[98]	pix[99]	occ[99]	pix[100]	occ[100]	pix[101]	occ[101]	pix[102]	occ[102]	pix[103]	occ[103]	pix[104]	occ[104]	pix[105]	occ[105]	pix[106]	occ[106]	pix[107]	occ[107]	pix[108]	occ[108]	pix[109]	occ[109]	pix[110]	occ[110]	pix[111]	occ[111]	pix[112]	occ[112]	pix[113]	occ[113]	pix[114]	occ[114]	pix[115]	occ[115]	pix[116]	occ[116]	pix[117]	occ[117]	pix[118]	occ[118]	pix[119]	occ[119]	pix[120]	occ[120]	pix[121]	occ[121]	pix[122]	occ[122]	pix[123]	occ[123]	pix[124]	occ[124]	pix[125]	occ[125]	pix[126]	occ[126]	pix[127]	occ[127]	
822	115	1	114	1	114	1	114	1	114	1	113	1	113	1	113	0.451926	114	1	114	1	114	1	114	1	114	1	114	1	113	1	114	1	114	1	114	1	114	1	113	0.69271	114	1	114	1	113	1	114	1	113	1	113	1	113	1	113	1	113	1	113	1	112	1	113	1	114	1	114	1	113	0.630538	114	1	114	1	114	1	113	1	114	1	114	1	114	1	114	1	114	0.408121	114	0.754665	114	1	113	1	114	1	114	1	114	1	114	1	114	0.437663	114	0.717186	114	1	114	1	114	1	114	1	114	1	114	1	114	1	114	1	114	1	113	1	113	1	114	1	114	1	114	1	114	1	114	1	114	1	113	1	114	1	114	0.194436	114	0.629799	115	1	115	1	115	1	114	1	113	1	114	1	114	1	114	1	114	1	114	1	114	1	114	1	113	1	114	1	114	1	114	1	114	1	114	1	114	1	114	1	114	1	113	0.306534	114	1	114	1	114	1	114	1	114	1	114	1	113	1	114	1	114	1	113	1	113	1	113	1	113	1	113	1	113	1	113	0.51028	114	1	114	1	114	1	114	1	114	1	114	1	113	1	114	1	114	1	114	1	114	1	113	0.714567	113	0.310237	114	1	113	1	113	1	
823	115	1	114	1	114	1	114	1	114	1	113	0.916681	113	1	114	1	114	1	114	1	114	1	114	1	114	1	114	1	113	0.162047	114	1	114	1	114	1	114	1	114	1	114	1	114	1	113	1	114	1	113	0.506962	113	1	113	1	113	1	113	1	113	1	112	1	113	1	114	1	114	1	114	1	114	1	114	1	114	1	113	1	114	1	114	1	114	1	114	1	115	1	115	1	114	1	113	1	114	1	114	1	114	1	114	1	115	1	115	1	114	0.133153	114	1	114	1	114	1	114	1	114	1	114	1	114	1	114	1	113	1	113	0.296533	114	1	114	1	114	1	114	1	114	1	114	1	113	1	114	1	115	1	115	1	115	1	115	1	115	1	114	1	113	0.645777	114	1	114	1	114	1	114	1	114	1	114	0.231027	114	1	113	1	114	1	114	0.846027	114	1	114	1	114	1	114	1	114	1	114	1	114	1	114	1	114	1	114	1	114	1	114	1	114	1	113	1	114	1	114	1	113	1	113	0.414483	113	1	113	0.452215	113	0.129408	113	1	114	1	114	1	114	1	114	1	114	1	114	1	114	1	113	0.743128	114	1	114	1	114	1	114	1	114	1	114	1	114	1	113	1	113	1	
824	115	1	114	1	114	1	114	1	114	1	114	1	113	1	114	1	114	1	114	1	114	1	114	1	114	1	114	1	114	1	114	1	114	1	114	1	114	1	114	1	114	1	114	1	113	1	114	1	114	1	113	0.243072	113	1	113	0.611841	113	0.776423	113	1	112	0.324151	113	1	114	1	114	1	114	1	114	1	114	1	114	1	113	0.963234	114	1	114	1	114	1	114	1	115	1	115	1	114	1	113	1	114	1	114	1	114	1	114	1	115	1	115	1	115	1	114	1	114	1	114	1	114	1	114	1	114	1	114	1	114	1	113	1	114	1	114	1	114	1	114	1	114	1	114	1	114	1	113	0.0874099	114	1	115	1	115	1	115	1	115	1	115	1	114	1	114	1	114	1	114	1	114	1	114	1	114	0.225369	115	1	114	1	113	1	114	1	115	1	114	1	114	1	114	1	114	1	114	1	114	1	114	1	114	1	114	1	114	1	114	1	114	1	114	1	113	1	114	1	114	1	113	1	114	1	113	0.584557	114	1	114	1	113	1	114	1	114	1	114	0.508398	114	1	114	1	114	1	114	1	114	1	114	1	114	0.325559	114	1	114	1	114	1	114	1	114	1	113	1	113	0.0138953	
825	115	0.0199306	114	1	115	1	115	1	114	1	114	1	113	1	114	1	114	0.959034	114	0.213411	114	0.816359	114	1	114	0.714429	114	1	114	1	114	0.499995	114	0.586155	114	1	114	1	114	1	114	1	114	1	114	1	114	1	114	1	114	1	113	0.15005	114	1	114	1	113	0.8765	113	1	113	1	114	1	114	1	114	1	114	1	114	1	114	1	114	1	114	1	114	1	114	1	114	1	115	1	115	1	114	1	113	1	114	1	114	0.0126678	114	1	114	1	115	1	115	1	115	1	114	1	114	1	114	1	114	1	114	1	114	1	114	1	114	1	113	1	114	1	114	1	114	1	114	1	114	1	114	1	114	1	114	1	114	1	115	1	115	1	115	1	115	1	115	1	114	0.0215389	114	1	114	1	114	0.697876	114	1	114	0.555833	115	1	115	1	114	1	113	1	114	1	115	1	114	1	114	1	114	0.320121	114	1	114	1	114	1	114	1	114	1	114	1	114	1	114	1	114	1	114	1	113	1	114	1	114	1	113	0.0683826	114	1	114	1	114	1	114	1	113	1	114	1	114	1	115	1	115	1	115	1	114	0.074305	114	1	114	1	114	1	115	1	114	1	114	1	114	1	114	1	114	1	113	1	114	1	
826	116	1	114	0.897777	115	1	115	1	114	1	114	1	113	0.996916	114	1	115	1	115	1	115	1	114	1	115	1	114	0.664551	114	1	115	1	115	1	114	0.263581	114	0.269395	114	1	114	0.54702	114	1	114	1	114	1	114	1	114	1	114	1	114	1	114	1	114	1	113	1	113	0.833431	114	0.906963	114	1	114	1	114	1	114	1	114	1	114	1	115	1	114	0.193392	114	0.332586	114	1	115	1	115	1	114	1	113	0.526694	114	0.853455	115	1	114	0.281338	114	1	115	1	115	1	115	1	114	1	114	1	114	1	114	1	114	1	114	1	114	1	114	1	113	1	114	1	114	0.0882488	114	1	114	1	114	0.187828	114	1	114	1	114	1	114	0.910097	115	1	115	1	115	0.526656	115	1	115	1	115	1	114	1	114	0.27869	115	1	114	1	115	1	115	1	115	1	114	0.817269	113	0.787435	114	1	115	1	114	1	114	0.595844	115	1	114	1	114	1	114	1	114	1	114	0.287393	114	1	114	1	114	0.674701	114	0.0448026	114	0.179326	113	0.0770462	114	1	114	1	114	1	114	1	114	1	114	1	114	1	113	1	114	1	114	0.332053	115	1	115	1	115	1	115	1	114	0.174359	114	1	114	0.971424	115	1	114	1	114	1	114	1	114	1	114	1	114	1	114	1	
827	116	1	115	1	115	1	115	1	114	0.592894	114	1	114	1	114	1	115	1	115	1	115	1	114	0.723658	115	1	115	1	114	1	115	1	115	1	115	1	115	1	114	1	115	1	114	1	114	1	114	1	114	1	114	1	114	1	114	1	114	1	114	1	113	1	114	1	115	1	114	1	114	1	114	1	114	1	115	1	114	1	115	1	115	1	115	1	114	0.0411968	115	1	115	1	114	0.251759	114	1	115	1	115	1	115	1	114	0.94147	115	1	115	1	115	1	114	0.345045	114	0.693183	114	0.235923	114	1	114	1	114	1	114	1	114	1	113	0.307427	114	1	115	1	115	1	114	0.126547	115	1	114	0.536029	114	0.227156	114	1	115	1	115	1	115	1	116	1	115	1	115	1	115	1	114	1	115	1	115	1	114	0.550399	115	1	115	1	115	1	115	1	114	1	114	1	115	1	114	0.689593	115	1	115	1	114	0.113725	114	0.870962	114	0.294836	114	1	115	1	114	0.0699977	114	0.249497	115	1	115	1	115	1	114	1	114	0.968038	114	1	114	1	114	1	114	1	114	1	114	1	113	1	114	1	115	1	115	1	115	1	115	1	115	1	115	1	114	1	115	1	115	1	114	1	114	0.485296	114	1	114	1	114	1	114	1	114	1	
828	116	1	115	1	115	1	115	1	115	1	114	1	114	1	114	1	115	1	115	1	115	1	115	1	115	1	115	1	114	1	115	1	115	1	115	1	115	1	114	1	115	1	114	0.0113926	114	1	115	1	114	1	114	1	114	1	114	1	114	1	114	1	113	1	114	1	115	1	114	0.13738	114	1	114	0.355671	114	0.0262359	115	1	114	1	115	1	115	1	115	1	115	1	115	1	115	1	115	1	114	1	115	1	115	1	115	1	115	1	115	1	115	1	115	1	115	1	115	1	115	1	114	0.43537	114	0.770626	114	0.885008	114	0.76692	114	0.110613	114	1	114	1	115	1	115	1	115	1	115	1	115	1	115	1	114	1	115	1	115	1	115	1	116	1	116	1	116	1	115	1	114	1	115	1	115	1	115	1	115	1	115	1	115	1	115	1	114	1	114	0.892767	115	1	115	1	115	1	115	1	115	1	115	1	115	1	114	1	115	1	115	1	115	1	115	1	115	1	115	1	114	1	115	1	115	1	114	1	114	1	114	1	114	1	114	1	113	0.915646	114	1	115	1	115	1	115	1	115	1	115	1	115	1	114	1	115	1	115	1	114	0.698955	115	1	114	1	114	1	114	0.645969	114	1	114	1	
829	116	1	115	1	115	1	115	1	115	1	114	1	114	1	114	0.337671	115	1	115	1	115	1	115	1	115	1	115	1	114	1	115	1	115	1	115	1	115	1	114	0.564695	115	1	115	1	114	1	115	1	114	1	114	1	114	1	114	1	114	1	114	1	113	1	114	1	115	1	115	1	114	0.54024	115	1	115	1	115	1	114	1	115	1	115	1	115	1	115	1	115	0.29708	115	0.635881	115	1	114	1	115	1	115	1	115	1	115	1	115	0.310895	115	0.582343	115	1	115	1	115	1	115	1	115	1	115	1	115	1	115	1	115	1	114	1	114	1	115	1	115	1	115	1	115	1	115	1	115	1	114	1	115	1	115	0.0235609	115	0.473001	116	1	116	1	116	1	115	1	114	1	115	1	115	1	115	1	115	1	115	1	115	1	115	1	114	1	115	1	115	1	115	1	115	1	115	1	115	1	115	1	115	1	114	0.172893	115	1	115	1	115	1	115	1	115	1	115	1	114	1	115	1	115	1	114	1	114	1	114	1	114	1	114	1	114	1	114	0.419943	115	1	115	1	115	1	115	1	115	1	115	1	114	1	115	1	115	1	115	1	115	1	114	0.615167	114	0.198042	115	1	114	1	114	1	
830	116	1	115	1	115	1	115	1	115	1	114	0.811141	114	1	115	1	115	1	115	1	115	1	115	1	115	1	115	1	114	0.0547915	115	1	115	1	115	1	115	1	115	1	115	1	115	1	114	1	115	1	114	0.415559	114	1	114	1	114	1	114	1	114	1	113	1	114	1	115	1	115	1	115	1	115	1	115	1	115	1	114	1	115	1	115	1	115	1	115	1	116	1	116	1	115	1	114	1	115	1	115	1	115	1	115	1	116	1	116	1	115	0.0112576	115	1	115	1	115	1	115	1	115	1	115	1	115	1	115	1	114	1	114	0.193495	115	1	115	1	115	1	115	1	115	1	115	1	114	1	115	1	116	1	116	1	116	1	116	1	116	1	115	1	114	0.568099	115	1	115	1	115	1	115	1	115	1	115	0.0827975	115	1	114	1	115	1	115	0.672795	115	1	115	1	115	1	115	1	115	1	115	1	115	1	115	1	115	1	115	1	115	1	115	1	115	1	114	1	115	1	115	1	114	1	114	0.322564	114	1	114	0.373472	114	0.049741	114	1	115	1	115	1	115	1	115	1	115	1	115	1	115	1	114	0.653884	115	1	115	1	115	1	115	1	115	1	115	1	115	1	114	1	114	1	
831	116	1	115	1	115	0.921315	115	0.951391	115	1	115	1	114	1	115	1	115	1	115	1	115	1	115	1	115	1	115	1	115	1	115	1	115	1	115	1	115	1	115	1	115	1	115	1	114	0.975809	115	1	115	1	114	0.171469	114	1	114	0.523777	114	0.698826	114	1	113	0.313781	114	1	115	1	115	1	115	1	115	1	115	1	115	1	114	0.934115	115	1	115	1	115	1	115	1	116	1	116	1	115	1	114	1	115	1	115	1	115	1	115	1	116	1	116	1	116	1	115	1	115	1	115	1	115	1	115	1	115	1	115	1	115	1	114	1	115	1	115	1	115	1	115	1	115	1	115	1	115	1	114	0.0052192	115	1	116	1	116	1	116	1	116	1	116	1	115	1	115	1	115	1	115	1	115	1	115	1	115	0.0906038	116	1	115	1	114	1	115	1	116	1	115	1	115	1	115	1	115	1	115	1	115	1	115	1	115	1	115	1	115	1	115	1	115	1	115	1	114	1	115	1	115	1	114	1	115	1	114	0.506753	115	1	115	1	114	1	115	1	115	1	115	0.378266	115	0.901218	115	0.918953	115	1	115	1	115	1	115	1	115	0.193234	115	1	115	1	115	1	115	1	115	1	114	1	115	1	
832	117	1	115	1	116	1	116	1	115	1	115	1	114	1	115	1	115	0.817331	115	0.0712871	115	0.668214	115	1	115	0.554828	115	1	115	1	115	0.34955	115	0.427751	115	1	115	1	115	1	115	1	115	1	115	1	115	1	115	1	115	1	114	0.0703422	115	1	115	1	114	0.81048	114	1	114	1	115	1	115	1	115	1	115	1	115	1	115	1	115	1	115	0.992091	115	1	115	1	115	1	116	1	116	1	115	1	114	1	115	1	116	1	115	1	115	1	116	1	116	1	116	1	115	1	115	1	115	1	115	1	115	1	115	1	115	1	115	1	114	1	115	1	115	1	115	1	115	1	115	1	115	1	115	1	115	1	115	1	116	1	116	1	116	1	116	1	116	1	116	1	115	1	115	1	115	0.549127	115	1	115	0.42173	116	1	116	1	115	1	114	1	115	1	116	1	115	1	115	1	115	0.179389	115	1	115	1	115	1	115	1	115	1	115	1	115	1	115	1	115	1	115	1	114	1	115	1	115	1	115	1	115	1	115	1	115	1	115	1	114	1	115	1	115	1	116	1	116	1	116	1	116	1	115	1	115	1	115	1	116	1	115	1	115	1	115	1	115	1	115	1	114	1	115	1	
833	117	1	115	0.785451	116	1	116	1	115	1	115	1	114	0.94549	115	1	116	1	116	1	116	1	115	1	116	1	115	0.534296	115	1	116	1	116	1	115	0.125064	115	0.124248	115	1	115	0.393782	115	1	115	1	115	1	115	1	115	1	115	1	115	1	115	1	115	1	114	1	114	0.778175	115	0.807565	115	1	115	1	115	1	115	1	115	1	115	1	116	1	115	0.0623304	115	0.220205	115	1	116	1	116	1	115	1	114	0.479089	115	0.772623	116	1	115	0.17078	115	1	116	1	116	1	116	1	115	1	115	1	115	1	115	1	115	1	115	1	115	1	115	1	114	1	115	1	116	1	115	1	115	1	115	0.0318602	115	1	115	1	115	1	115	0.77182	116	1	116	1	116	0.373623	116	1	116	1	116	1	115	1	115	0.160917	116	1	115	1	116	1	116	1	116	1	115	0.686601	114	0.728112	115	1	116	1	115	1	115	0.444664	116	1	115	1	115	1	115	1	115	1	115	0.146965	115	1	115	1	115	0.54931	116	1	115	0.0475031	114	0.00443813	115	1	115	1	115	1	115	1	115	1	115	1	115	1	114	1	115	1	115	0.193247	116	1	116	1	116	1	116	1	115	0.0272311	115	1	115	0.840231	116	1	115	1	115	1	115	1	115	1	115	1	115	1	115	1	
834	117	1	116	1	116	1	116	1	115	0.460615	115	1	115	1	115	1	116	1	116	1	116	1	115	0.579038	116	1	116	1	115	1	116	1	116	1	116	1	116	1	115	1	116	1	115	1	115	1	115	0.870859	115	1	115	1	115	1	115	1	115	1	115	1	114	1	115	1	116	1	115	1	115	1	115	1	115	1	116	1	115	1	116	1	116	1	116	1	116	1	116	1	116	1	115	0.140213	115	1	116	1	116	1	116	1	115	0.812254	116	1	116	1	116	1	115	0.280028	115	0.584372	115	0.107595	115	1	115	1	115	1	115	1	115	1	114	0.27336	115	1	116	1	116	1	116	1	116	1	115	0.382872	115	0.0867923	115	1	116	1	116	1	116	1	117	1	116	0.922523	116	0.953205	116	1	115	1	116	1	116	1	115	0.423484	116	1	116	1	116	1	116	1	115	1	115	1	116	1	115	0.555742	116	1	116	1	116	1	115	0.707075	115	0.176893	115	1	116	1	116	1	115	0.122049	116	1	116	1	116	1	115	1	115	0.850292	115	0.928522	115	1	115	1	115	1	115	1	115	1	114	1	115	1	116	1	116	1	116	1	116	1	116	1	116	1	115	1	116	1	116	1	115	1	115	0.375145	115	1	115	1	115	1	115	1	115	1	
835	117	1	116	1	116	1	116	1	116	1	115	1	115	1	115	1	116	1	116	1	116	1	116	1	116	1	116	1	115	1	116	1	116	1	116	1	116	1	115	1	116	1	116	1	115	1	116	1	115	1	115	1	115	1	115	1	115	1	115	1	114	1	115	1	116	1	115	0.0561138	115	1	115	0.264663	116	1	116	1	115	1	116	1	116	1	116	1	116	1	116	1	116	1	116	1	115	1	116	1	116	1	116	1	116	1	116	1	116	1	116	1	116	1	116	1	116	1	115	0.323343	115	0.662759	115	0.746631	115	0.650258	116	1	115	1	115	1	116	1	116	1	116	1	116	1	116	1	116	1	115	1	116	1	116	1	116	1	117	1	117	1	117	1	116	1	115	1	116	1	116	1	116	1	116	1	116	1	116	1	116	1	115	1	115	0.776786	116	1	116	1	116	1	116	1	116	1	116	1	116	1	115	1	116	1	116	1	116	1	116	1	116	1	116	1	115	1	116	1	116	1	115	1	115	1	115	1	115	1	115	1	114	0.893412	115	1	116	1	116	1	116	1	116	1	116	1	116	1	115	1	116	1	116	1	115	0.600408	116	1	115	1	115	1	115	0.529309	115	1	115	1	
836	117	1	116	1	116	1	116	1	116	1	115	1	115	1	115	0.223416	116	1	116	1	116	1	116	1	116	1	116	1	115	1	116	1	116	1	116	1	116	1	115	0.436679	116	1	116	1	115	1	116	1	115	1	115	1	115	1	115	1	115	1	115	1	114	1	115	1	116	1	116	1	115	0.449941	116	1	116	1	116	1	115	1	116	1	116	1	116	1	116	1	116	0.18604	116	0.517097	116	1	115	1	116	1	116	1	116	1	116	1	116	0.184126	116	0.447499	116	1	116	1	116	1	116	1	116	1	116	1	116	1	116	1	116	1	115	1	115	1	116	1	116	1	116	1	116	1	116	1	116	1	115	1	116	1	117	1	116	0.316204	117	1	117	1	117	1	116	1	115	1	116	1	116	1	116	1	116	1	116	1	116	1	116	1	115	1	116	1	116	1	116	1	116	1	116	1	116	1	116	1	116	1	115	0.0392518	116	1	116	1	116	1	116	1	116	1	116	1	115	1	116	1	116	1	115	1	115	1	115	1	115	1	115	1	115	1	115	0.329606	116	1	116	1	116	1	116	1	116	1	116	1	115	1	116	1	116	1	116	1	116	1	115	0.515766	115	0.0858471	116	1	115	1	115	1	
837	117	1	116	1	116	1	116	1	116	1	115	0.705601	115	1	116	1	116	1	116	1	116	1	116	1	116	1	116	1	116	1	116	1	116	1	116	1	116	1	116	1	116	1	116	1	115	1	116	1	115	0.324157	115	1	115	1	115	1	115	1	115	1	114	1	115	1	116	1	116	1	116	1	116	1	116	1	116	1	115	1	116	1	116	1	116	1	116	1	117	1	117	1	116	1	115	1	116	1	116	1	116	1	116	1	117	1	117	1	117	1	116	1	116	1	116	1	116	1	116	1	116	1	116	1	116	1	115	1	115	0.0904575	116	1	116	1	116	1	116	1	116	1	116	1	115	1	116	1	117	1	117	1	117	1	117	1	117	1	116	1	115	0.490421	116	1	116	1	116	1	116	1	116	1	117	1	116	1	115	1	116	1	116	0.499563	116	1	116	1	116	1	116	1	116	1	116	1	116	1	116	1	116	1	116	1	116	1	116	1	116	1	115	1	116	1	116	1	115	1	115	0.230644	115	1	115	0.294729	116	1	115	1	116	1	116	1	116	1	116	1	116	1	116	1	116	1	115	0.564641	116	1	116	1	116	1	116	1	116	1	116	1	116	1	115	1	115	0.934992	
838	117	0.812982	116	1	116	0.798409	116	0.828692	116	1	116	1	115	1	116	1	116	1	116	1	116	1	116	1	116	1	116	1	116	1	116	1	116	1	116	1	116	1	116	1	116	1	116	1	115	0.896919	116	1	116	1	115	0.0998671	115	1	115	0.435712	115	0.621228	115	1	114	0.303411	115	1	116	1	116	1	116	1	116	1	116	1	116	1	115	0.904995	116	1	116	1	116	1	116	1	117	1	117	1	116	1	115	1	116	1	116	0.921806	116	1	116	1	117	1	117	1	117	1	116	1	116	1	116	1	116	1	116	1	116	1	116	1	116	1	115	1	116	1	116	1	116	1	116	1	116	1	116	1	116	1	116	1	116	1	117	1	117	1	117	1	117	1	117	1	116	0.906764	116	1	116	1	116	1	116	1	116	1	117	1	117	1	116	1	115	1	116	1	117	1	116	1	116	1	116	1	116	1	116	1	116	1	116	1	116	1	116	1	116	1	116	1	116	1	116	1	115	1	116	1	116	1	115	1	116	1	115	0.428949	116	1	116	1	115	1	116	1	116	1	116	0.248133	116	0.757607	116	0.772741	116	0.942925	116	1	116	1	116	1	116	0.06091	116	1	116	1	116	1	116	1	116	1	115	1	116	1	
839	118	1	116	1	117	1	117	1	116	1	116	1	115	1	116	1	116	0.675629	117	1	116	0.520068	116	1	116	0.395227	116	1	116	1	116	0.199105	116	0.269347	116	1	116	1	116	1	116	1	116	1	116	1	116	1	116	1	116	1	116	1	116	1	116	1	115	0.74446	115	1	115	1	116	1	116	1	116	1	116	1	116	1	116	1	116	1	116	0.882536	116	1	116	1	116	1	117	1	117	1	116	1	115	1	116	1	117	1	116	1	116	1	117	1	117	1	117	1	116	1	116	1	116	1	116	1	116	1	116	1	116	1	116	1	115	1	116	1	116	0.945828	116	1	116	1	116	1	116	1	116	1	116	1	116	1	117	1	117	1	117	1	117	1	117	1	117	1	116	1	116	1	116	0.400379	116	1	116	0.287628	117	1	117	1	116	1	115	1	116	1	117	1	116	1	116	1	116	0.0386571	116	1	116	1	116	1	116	1	116	1	116	1	116	1	116	1	116	0.923303	116	1	115	1	116	1	116	1	116	1	116	1	116	1	116	1	116	1	115	1	116	1	116	1	117	1	117	1	117	1	117	1	116	1	116	1	116	1	117	1	116	1	116	1	116	1	116	1	116	1	115	0.973865	116	1	
840	118	1	116	0.673124	117	1	117	1	116	1	116	1	115	0.894065	116	1	117	1	117	1	117	1	116	1	117	1	116	0.404041	116	1	117	1	117	1	117	1	117	1	116	1	116	0.240544	116	1	116	1	116	1	116	1	116	1	116	1	116	1	116	1	116	1	115	1	115	0.72292	116	0.708167	116	1	116	1	116	1	116	1	116	0.948761	116	1	117	1	117	1	116	0.107824	116	0.96513	117	1	117	1	116	1	115	0.431483	116	0.69179	117	1	116	0.0602213	116	1	117	1	117	1	117	1	116	1	116	1	116	1	116	1	116	1	116	1	116	1	116	1	115	1	116	1	117	1	116	0.883921	116	1	117	1	116	1	116	1	116	1	116	0.633542	117	1	117	1	117	0.220589	117	1	117	1	117	1	116	1	116	0.0431434	117	1	116	1	117	1	117	1	117	1	116	0.555933	115	0.66879	116	1	117	1	116	1	116	0.293484	117	1	116	0.976352	116	1	116	1	116	1	116	0.00653753	116	0.979677	116	1	116	0.42392	117	1	117	1	116	1	116	1	116	1	116	1	116	1	116	1	116	1	116	1	115	1	116	1	116	0.0544409	117	1	117	1	117	1	117	1	117	1	116	1	116	0.709038	117	1	116	1	116	1	116	1	116	1	116	1	116	1	116	1	
841	118	1	117	1	117	1	117	1	116	0.328336	116	1	116	1	116	1	117	1	117	1	117	1	116	0.434418	117	1	117	1	116	1	117	1	117	1	117	1	117	1	116	1	117	1	116	0.900038	116	1	116	0.732869	116	1	116	1	116	1	116	1	116	1	116	1	115	1	116	1	117	1	116	1	116	1	116	1	116	0.983084	117	1	116	1	117	1	117	1	117	1	117	1	117	1	117	1	116	0.0286665	116	1	117	1	117	1	117	1	116	0.683038	117	1	117	1	117	1	116	0.21501	116	0.475562	117	1	116	1	116	1	116	1	116	1	116	1	115	0.239292	116	1	117	1	117	1	117	1	117	1	116	0.229715	117	1	116	1	117	1	117	1	117	1	118	1	117	0.77486	117	0.792334	117	1	116	1	117	1	117	1	116	0.296569	117	1	117	1	117	1	117	1	116	1	116	1	117	1	116	0.421891	117	1	117	1	117	1	116	0.543188	116	0.0589505	116	1	117	1	117	1	117	1	117	1	117	1	117	1	116	1	116	0.732546	116	0.816027	116	1	116	1	116	1	116	1	116	1	115	1	116	1	117	1	117	1	117	1	117	1	117	1	117	1	116	1	117	1	117	1	116	1	116	0.264995	116	1	116	1	116	1	116	1	116	1	
842	118	1	117	1	117	1	117	1	117	1	116	1	116	1	116	1	117	1	117	1	117	1	117	1	117	1	117	1	116	1	117	1	117	1	117	1	117	1	116	1	117	1	117	1	116	1	117	1	116	1	116	1	116	1	116	1	116	1	116	1	115	1	116	1	117	1	117	1	116	1	116	0.173654	117	1	117	1	116	1	117	1	117	1	117	1	117	1	117	1	117	1	117	1	116	1	117	1	117	1	117	1	117	1	117	1	117	1	117	1	117	1	117	1	117	1	116	0.211315	116	0.554891	116	0.608255	116	0.533596	117	1	116	1	116	1	117	1	117	1	117	1	117	1	117	1	117	1	116	1	117	1	117	0.849079	117	1	118	1	118	1	118	1	117	1	116	1	117	1	117	1	117	1	117	1	117	1	117	1	117	1	116	1	116	0.660805	117	1	117	1	117	1	117	1	117	1	117	1	117	1	116	1	117	1	117	1	117	1	117	1	117	1	117	1	116	1	117	1	117	1	116	1	116	1	116	1	116	1	116	1	115	0.871179	116	1	117	1	117	1	117	1	117	1	117	1	117	1	116	1	117	1	117	1	116	0.501861	117	1	116	1	116	1	116	0.41265	116	1	116	1	
843	118	1	117	1	117	1	117	1	117	1	116	1	116	1	116	0.109161	117	1	117	1	117	1	117	1	117	1	117	1	116	0.99846	117	1	117	1	117	1	117	1	116	0.308663	117	1	117	1	116	1	117	1	116	1	116	1	116	1	116	1	116	1	116	1	115	1	116	1	117	1	117	1	116	0.359643	117	1	117	1	117	1	116	1	117	1	117	1	117	1	117	1	117	0.0749994	117	0.398312	117	1	116	1	117	1	117	1	117	1	117	1	117	0.0573579	117	0.312656	117	0.927738	117	1	117	1	117	1	117	1	117	1	117	1	117	1	117	1	116	1	116	1	117	1	117	1	117	1	117	1	117	1	117	1	116	1	117	1	118	1	117	0.159406	118	1	118	1	118	1	117	1	116	1	117	1	117	1	117	1	117	1	117	1	117	0.950372	117	1	116	1	117	1	117	1	117	1	117	1	117	1	117	1	117	1	117	1	117	1	117	1	117	1	117	1	117	1	117	1	117	1	116	1	117	1	117	1	116	1	116	1	116	1	116	1	116	1	116	1	116	0.23927	117	1	117	1	117	1	117	1	117	1	117	1	116	1	117	1	117	1	117	1	117	1	116	0.416366	117	1	117	1	116	1	116	1	
